order_id,order_date,product_category,quantity,unit_price,total_cost,supplier_name,supplier_location,lead_time_days,warehouse_destination,delivery_date,actual_delivery_days,delivery_status,on_time,product_defects,return_status
Ord-1579,,Connectors,23,86.49,1989.27,Supplier E,Mexico,19,Wh_6,2022-04-20,19,Delivered,Yes,0.0,No Return
Ord-1580,2022-05-10,Pumps,36,3095.2,111427.2,Supplierd,India,21,Warehouse_2,2022-05-31,21,Delivered,Yes,0.0,No Return
Ord-1581,,Pumps,6,1636.77,9820.62,Supplierd,India,23,Warehouse_2,2023-03-16,23,Delivered,Yes,0.0,No Return
Ord-1582,,Control Systems,9,2237.69,20139.21,Supplier A,Usa,10,Warehouse_1,2023-09-15,10,Delivered,Yes,0.0,No Return
Ord-1583,,Fasteners,9,174.06,1566.54,Suppliere,Mexico,37,Warehouse_4,2023-12-11,46,Delivered,No,0.0,No Return
Ord-1584,,Control Systems,33,1704.64,56253.12,Supplier A,Usa,14,Warehouse_4,2022-11-09,14,Delivered,Yes,0.0,
Ord-1585,,Motors,489,3518.6,1720595.4,Supplier B,Germany,11,Warehouse_2,2023-04-03,11,Delivered,Yes,0.0,No Return
Ord-1586,,Valves,30,997.16,29914.8,Supplierc,China,33,Warehouse_5,2022-06-07,33,Delivered,Yes,0.0,No Return
Ord-1587,,Motors,21,3842.69,80696.49,Supplierb,Germany,9,Warehouse_1,2023-03-10,9,Delivered,Yes,0.0,No Return
Ord-1588,,Connectors,23,239.54,5509.42,Suppliere,Mexico,24,Warehouse_2,2023-04-09,24,Delivered,No,0.0,No Return
Ord-1589,,Control Systems,53,4059.87,215173.11,Supplier A,Usa,5,Warehouse_4,,5,Delivered,Yes,0.0,No Return
Ord-1590,2022-11-19,Control Systems,43,3068.35,131939.05,Suppliera,Usa,17,Warehouse_1,2022-12-18,29,Delayed,No,0.0,No Return
Ord-1591,,Control Systems,9,3266.28,29396.52,Supplier A,Usa,10,Warehouse_5,2023-07-17,10,Delivered,Yes,7.0,Full Return
Ord-1592,,Pumps,55,1487.98,81838.9,Supplier D,India,34,Wh_2,2022-09-22,34,Delivered,Yes,0.0,No Return
Ord-1593,,Motors,24,3272.94,78550.56,Supplierb,Germany,12,Warehouse_5,2022-08-16,12,Delivered,Yes,0.0,No Return
Ord-1594,,Pumps,47,1537.78,72275.66,Supplierc,China,40,Wh_1,2022-12-08,47,Delayed,No,0.0,No Return
Ord-1595,,Valves,5,1157.42,5787.1,Supplierc,China,28,Warehouse_2,2022-08-31,28,Delivered,Yes,0.0,No Return
Ord-1596,,Fasteners,7,134.52,941.64,Supplier E,Mexico,24,Warehouse_2,,24,Delivered,Yes,,No Return
Ord-1597,,Valves,39,880.46,34337.94,Supplierb,Germany,13,Warehouse_2,2022-02-06,13,Delivered,Yes,0.0,No Return
Ord-1598,,Motors,5,2436.25,12181.25,Supplierb,Germany,16,Wh_2,2023-01-24,16,Delivered,Yes,0.0,No Return
Ord-1599,,Pumps,33,3356.8,110774.4,Supplierc,China,45,Warehouse_2,2023-04-22,45,Delivered,Yes,0.0,No Return
Ord-1600,2023-02-15,Control Systems,32,3520.09,112642.88,Supplier A,Usa,8,Warehouse_4,2023-02-23,8,Delivered,Yes,0.0,No Return
Ord-1601,,Fasteners,27,77.22,2084.94,Suppliere,Mexico,22,Warehouse_2,2023-12-08,22,Delayed,Yes,0.0,No Return
Ord-1602,,Sensors,32,1245.78,39864.96,Supplierb,Germany,17,Warehouse_1,2024-01-02,17,Delivered,Yes,,No Return
Ord-1603,,Fasteners,30,187.8,5634.0,Supplier E,Mexico,18,Warehouse_1,2023-04-23,30,Delivered,No,0.0,No Return
Ord-1604,,Hydraulics,35,814.29,28500.15,Supplier D,India,22,Warehouse_3,2023-03-03,38,Delayed,No,0.0,No Return
Ord-1605,,Sensors,17,799.59,13593.03,Supplier B,Germany,8,Warehouse_5,2023-04-15,8,Delivered,Yes,0.0,No Return
Ord-1606,,Valves,24,517.14,12411.36,Supplierc,China,29,Warehouse_2,2022-10-11,29,Delivered,Yes,0.0,No Return
Ord-1607,,Hydraulics,255,1951.06,497520.3,Supplierd,India,34,Warehouse_6,2023-09-07,42,Delivered,No,4.0,Full Return
Ord-1608,,Connectors,60,398.22,23893.2,Supplier E,Mexico,22,Warehouse_1,2023-04-26,35,Delayed,No,0.0,No Return
Ord-1609,2023-09-07,Hydraulics,40,2200.58,88023.2,Supplierd,India,24,Warehouse_4,,24,Delayed,Yes,0.0,No Return
Ord-1610,2022-05-10,Pumps,33,2213.93,73059.69,Supplierd,India,33,Warehouse_2,2022-06-12,33,Delivered,Yes,0.0,No Return
Ord-1611,,Control Systems,13,1681.76,21862.88,Suppliera,Usa,11,Warehouse_4,2023-06-26,11,Delivered,Yes,0.0,No Return
Ord-1612,,Fasteners,29,106.02,3074.58,Suppliere,Mexico,26,Warehouse_5,2023-12-27,26,Delivered,Yes,0.0,No Return
Ord-1613,,Hydraulics,20,2259.53,45190.6,Supplierd,India,28,Warehouse_5,2022-08-15,28,Delivered,Yes,0.0,No Return
Ord-1614,,Valves,52,654.11,34013.72,Supplier B,Germany,9,Warehouse_3,2023-02-08,9,Delivered,Yes,0.0,No Return
Ord-1615,,Motors,11,3185.03,35035.33,Supplierb,Germany,15,Warehouse_5,2023-06-28,15,Delivered,Yes,0.0,No Return
Ord-1616,,Connectors,5,424.88,2124.4,Suppliere,Mexico,19,Warehouse_5,2022-08-08,19,Delivered,Yes,,No Return
Ord-1617,,Sensors,15,768.11,11521.65,Supplier C,China,25,Warehouse_4,2023-09-25,25,Delivered,Yes,0.0,No Return
Ord-1618,,Sensors,42,1192.28,50075.76,Supplierb,Germany,24,Warehouse_4,2024-01-08,24,Delayed,Yes,0.0,No Return
Ord-1619,,Control Systems,175,3139.8,549465.0,Supplier A,Usa,19,Warehouse_1,2023-10-28,19,Delivered,Yes,0.0,No Return
Ord-1620,,Hydraulics,55,2374.06,130573.3,Supplierd,India,28,Wh_4,2022-11-21,28,Delivered,Yes,0.0,
Ord-1621,,Connectors,11,342.2,4541.080008009061,Suppliere,Mexico,16,Warehouse_1,2023-05-24,21,Delivered,No,0.0,No Return
Ord-1622,,Valves,20,335.37,6707.4,Supplier C,China,30,Warehouse_3,,30,Delivered,Yes,,No Return
Ord-1623,,Control Systems,11,4154.69,45701.59,Suppliera,Usa,8,Warehouse_5,2022-01-20,8,Delayed,Yes,0.0,No Return
Ord-1624,,Control Systems,21,2060.4,43268.4,Suppliera,Usa,12,Wh_2,2023-11-11,12,Delivered,Yes,0.0,No Return
Ord-1625,,Hydraulics,11,1209.3,13302.3,Supplierd,India,23,Warehouse_4,2022-06-07,23,Delivered,Yes,0.0,No Return
Ord-1626,,Control Systems,6,2097.11,12582.66,Suppliera,Usa,12,Warehouse_3,2022-04-17,12,Delivered,Yes,0.0,No Return
Ord-1627,2023-01-12,Motors,35,3950.17,138255.95,Supplier B,Germany,16,Warehouse_2,,16,Delivered,Yes,0.0,No Return
Ord-1628,,Valves,28,1056.94,29594.32,Supplierc,China,44,Warehouse_2,2022-06-05,44,Delayed,Yes,0.0,No Return
Ord-1629,,Motors,21,3795.77,79711.17,Suppliera,Usa,5,Warehouse_2,2022-07-24,5,Delivered,Yes,0.0,No Return
Ord-1630,,Fasteners,32,103.97,3327.04,Suppliere,Mexico,23,Warehouse_5,,38,Delivered,No,0.0,No Return
Ord-1631,,Connectors,124,326.14,40441.36,Suppliere,Mexico,18,Warehouse_1,2023-04-15,18,In-Transit,Yes,0.0,No Return
Ord-1632,,Control Systems,26,3075.07,79951.82,Suppliera,Usa,10,Warehouse_2,,10,Delivered,Yes,,No Return
Ord-1633,,Control Systems,18,3053.06,54955.08,Supplier A,Usa,15,Warehouse_4,2022-12-09,15,Delivered,Yes,0.0,No Return
Ord-1634,,Pumps,49,2364.46,115858.54,Supplier D,India,24,Warehouse_4,2023-12-24,24,Delivered,Yes,0.0,No Return
Ord-1635,,Pumps,6,2345.14,14070.84,Supplierc,China,38,Warehouse_1,2023-06-01,38,Delivered,Yes,0.0,No Return
Ord-1636,,Sensors,44,799.66,35185.04,Supplierb,Germany,20,Warehouse_2,2023-10-23,20,Delivered,Yes,0.0,No Return
Ord-1637,,Hydraulics,13,2503.13,32540.69,Supplier D,India,26,Warehouse_3,2022-03-06,26,Delivered,Yes,0.0,No Return
Ord-1638,,Motors,12,2997.77,36333.30755123356,Supplier A,Usa,5,Wh_2,2022-03-03,5,Delayed,Yes,0.0,No Return
Ord-1639,,Hydraulics,26,1348.86,35070.36,Supplierd,India,42,Warehouse_5,,42,Delivered,Yes,0.0,No Return
Ord-1640,,Motors,93,1748.24,162586.32,Supplier B,Germany,25,Warehouse_3,2022-12-27,25,Delivered,Yes,0.0,No Return
Ord-1641,,Motors,13,4743.13,61660.69,Suppliera,Usa,11,Warehouse_6,2022-12-10,11,Delayed,Yes,0.0,No Return
Ord-1642,,Motors,52,1229.83,63951.16,Supplierb,Germany,20,Warehouse_5,2022-11-13,20,Delayed,Yes,0.0,No Return
Ord-1643,,Control Systems,33,3840.94,126751.02,Supplier A,Usa,9,Wh_1,2022-06-01,9,Delivered,Yes,0.0,No Return
Ord-1644,2022-01-07,Motors,8,4319.49,34555.92,Suppliera,Usa,7,Warehouse_1,2022-01-14,7,Delivered,Yes,0.0,No Return
Ord-1645,,Valves,51,1210.66,61743.66,Supplierb,Germany,19,Warehouse_5,2022-11-22,19,Delivered,Yes,0.0,No Return
Ord-1646,,Hydraulics,12,2558.45,30701.4,Supplier D,India,35,Warehouse_4,2022-02-17,35,Delivered,Yes,0.0,No Return
Ord-1647,,Connectors,7,221.33,1549.31,Supplier E,Mexico,27,Warehouse_1,2023-05-16,27,Delayed,Yes,0.0,
Ord-1648,2022-12-13,Fasteners,13,192.83,2506.79,Supplier E,Mexico,32,Warehouse_2,2023-01-14,32,Delayed,Yes,0.0,No Return
Ord-1649,,Fasteners,13,61.53,799.89,Supplier E,Mexico,21,Warehouse_2,2023-07-15,21,Delivered,Yes,0.0,No Return
Ord-1650,,Sensors,39,919.62,35865.18,Supplierc,China,36,Wh_1,2023-01-07,44,Delivered,No,0.0,No Return
Ord-1651,,Control Systems,13,2219.28,28850.64,Supplier A,Usa,10,Warehouse_1,2023-07-25,10,In-Transit,Yes,,No Return
Ord-1652,,Pumps,81,3122.35,252910.35,Supplier C,China,29,Warehouse_2,2022-03-08,45,Delivered,No,0.0,No Return
Ord-1653,,Control Systems,29,2866.03,83114.87,Suppliera,Usa,15,Warehouse_2,2023-11-01,15,Delivered,Yes,0.0,
Ord-1654,,Motors,13,1995.69,25943.97,Suppliera,Usa,12,Warehouse_1,2023-05-02,12,Delivered,Yes,0.0,No Return
Ord-1655,,Valves,12,959.98,11519.76,Supplierc,China,38,Warehouse_1,2023-05-23,38,Delivered,Yes,0.0,No Return
Ord-1656,,Sensors,29,617.64,17911.56,Supplier C,China,33,Warehouse_1,2023-11-17,33,Delivered,Yes,,No Return
Ord-1657,,Sensors,5,384.81,1924.05,Supplierc,China,32,Warehouse_4,,32,Delievered,Yes,0.0,No Return
Ord-1658,,Motors,5,2695.89,13479.45,Supplierb,Germany,12,Wh_2,2022-05-22,12,Delivered,Yes,0.0,No Return
Ord-1659,,Hydraulics,12,1186.39,14236.68,Supplierd,India,28,Warehouse_1,2023-12-29,41,Delivered,No,3.0,Full Return
Ord-1660,,Pumps,40,1864.72,75322.2846558803,Supplierc,China,49,Warehouse_1,2024-02-18,49,Delivered,Yes,,No Return
Ord-1661,,Control Systems,28,2794.59,78248.52,Suppliera,Usa,14,Warehouse_2,2023-11-29,14,Delivered,Yes,0.0,No Return
Ord-1662,,Motors,24,1960.5,47052.0,Supplierb,Germany,17,Warehouse_4,2022-05-26,35,Delivered,No,0.0,No Return
Ord-1663,,Motors,20,2685.49,53709.8,Supplier A,Usa,7,Warehouse_1,2023-03-14,7,Delivered,Yes,0.0,No Return
Ord-1664,,Motors,5,4314.32,21571.6,Supplier A,Usa,5,Warehouse_2,2022-09-16,5,Delivered,Yes,0.0,No Return
Ord-1665,,Sensors,18,1078.1,19276.22650335235,Supplier C,China,41,Warehouse_2,2022-03-06,41,Delivered,Yes,0.0,No Return
Ord-1666,,Fasteners,5,178.6,893.0,Suppliere,Mexico,20,Warehouse_1,2023-09-25,20,Cancelled,Yes,0.0,No Return
Ord-1667,,Pumps,47,3316.9,155894.3,Supplierc,China,34,Wh_2,2022-07-21,34,Delivered,Yes,0.0,No Return
Ord-1668,,Fasteners,24,131.31,3151.44,Suppliere,Mexico,29,Warehouse_3,2023-05-06,29,Delivered,Yes,0.0,No Return
Ord-1669,,Motors,22,4632.95,101924.9,Supplierb,Germany,19,Warehouse_1,2023-01-09,19,Delivered,Yes,0.0,No Return
Ord-1670,,Motors,33,4387.0,144771.0,Supplier A,Usa,16,Warehouse_2,2023-12-25,16,Delivered,Yes,0.0,No Return
Ord-1671,2023-03-26,Connectors,31,325.19,10080.89,Suppliere,Mexico,29,Warehouse_2,,29,Delivered,Yes,0.0,No Return
Ord-1672,,Hydraulics,29,1478.14,42866.06,Supplier D,India,28,Warehouse_4,2022-03-14,28,Delivered,Yes,,No Return
Ord-1673,,Control Systems,32,2901.09,93360.57378992128,Suppliera,Usa,16,Warehouse_1,2022-10-20,16,Delivered,Yes,0.0,No Return
Ord-1674,,Connectors,15,287.23,3960.397657099773,Suppliere,Mexico,29,Warehouse_5,2022-08-13,29,Delivered,Yes,0.0,No Return
Ord-1675,,Sensors,8,498.86,3990.88,Supplierc,China,26,Warehouse_6,2022-02-03,26,Delivered,Yes,0.0,No Return
Ord-1676,,Hydraulics,32,1755.64,56180.48,Supplierd,India,28,Warehouse_6,2023-07-07,28,Delayed,Yes,0.0,No Return
Ord-1677,,Valves,78,1086.08,84714.24,Supplierb,Germany,11,Warehouse_5,2022-10-10,11,Delivered,Yes,0.0,No Return
Ord-1678,,Fasteners,55,54.37,2990.35,Suppliere,Mexico,24,Warehouse_6,2023-11-18,43,Delivered,No,0.0,No Return
Ord-1679,,Hydraulics,20,1022.47,20449.4,Supplier D,India,22,Wh_3,2022-07-13,22,Delivered,Yes,0.0,No Return
Ord-1680,,Control Systems,40,2951.76,118070.4,Suppliera,Usa,9,Warehouse_3,2023-02-19,9,Delivered,Yes,,No Return
Ord-1681,,Pumps,17,1200.17,20402.89,Supplierd,India,27,Wh_1,2022-08-07,27,Delivered,Yes,0.0,No Return
Ord-1682,,Fasteners,33,134.94,4453.02,Suppliere,Mexico,25,Warehouse_1,2023-08-01,25,Delivered,Yes,0.0,No Return
Ord-1683,,Motors,15,1217.96,18269.4,Supplierb,Germany,14,Warehouse_1,2022-11-11,14,Delivered,Yes,10.0,Partial Return
Ord-1684,,Motors,27,3210.68,86688.36,Suppliera,Usa,8,Wh_1,,8,Delivered,Yes,0.0,No Return
Ord-1685,,Connectors,121,205.4,24853.4,Suppliere,Mexico,16,Warehouse_6,2023-04-03,16,Delivered,Yes,0.0,No Return
Ord-1686,,Valves,45,1139.76,51289.2,Supplier B,Germany,8,Warehouse_4,2022-09-18,8,Delayed,Yes,0.0,No Return
Ord-1687,,Pumps,81,3700.07,299705.67,Supplierd,India,35,Warehouse_2,2023-11-27,35,Delivered,Yes,0.0,No Return
Ord-1688,,Fasteners,13,138.59,2344.5876004108736,Suppliere,Mexico,28,Wh_2,2024-01-04,28,Delivered,Yes,0.0,No Return
Ord-1689,,Hydraulics,14,1924.05,26936.7,Supplierd,India,25,Warehouse_5,2023-08-07,25,Delivered,Yes,0.0,No Return
Ord-1690,,Control Systems,23,3629.9,83487.7,Supplier A,Usa,7,Warehouse_4,,7,Delivered,Yes,0.0,No Return
Ord-1691,,Sensors,38,1339.18,50888.84,Supplier C,China,25,Warehouse_4,,39,Delayed,No,0.0,
Ord-1692,,Motors,20,3283.75,65675.0,Suppliera,Usa,5,Warehouse_2,2023-08-13,5,Delivered,Yes,0.0,No Return
Ord-1693,,Control Systems,55,2281.42,125478.1,Supplier A,Usa,5,Warehouse_1,2023-04-21,5,Delayed,Yes,0.0,No Return
Ord-1694,,Pumps,15,2968.76,44531.4,Supplierd,India,32,Wh_4,2022-09-01,32,Delivered,Yes,0.0,No Return
Ord-1695,,Hydraulics,72,2271.51,163548.72,Supplierd,India,35,Warehouse_1,2023-09-11,35,Delivered,Yes,0.0,No Return
Ord-1696,,Connectors,53,93.64,4702.062557704751,Suppliere,Mexico,25,Wh_2,2022-11-13,25,Delayed,Yes,0.0,No Return
Ord-1697,2022-10-12,Motors,10,4642.18,46421.8,Suppliera,Usa,16,Warehouse_2,2022-10-28,16,Delivered,Yes,0.0,No Return
Ord-1698,2022-06-13,Valves,39,624.57,24358.23,Supplierc,China,43,Warehouse_3,2022-07-26,43,Delayed,Yes,0.0,No Return
Ord-1699,,Control Systems,20,3151.54,63030.8,Supplier A,Usa,9,Warehouse_6,2022-04-06,9,Delivered,Yes,0.0,No Return
Ord-1700,,Sensors,55,817.83,44980.65,Supplierc,China,38,Warehouse_4,2022-03-11,38,Delivered,Yes,0.0,No Return
Ord-1701,,Hydraulics,15,2370.77,35561.55,Supplier D,India,21,Warehouse_4,,21,Delayed,Yes,,No Return
Ord-1702,,Control Systems,31,3480.76,107903.56,Suppliera,Usa,14,Warehouse_2,2023-11-25,14,Delivered,Yes,0.0,No Return
Ord-1703,,Sensors,37,585.09,21648.33,Supplierc,China,23,Warehouse_3,2023-02-08,23,Delivered,Yes,,No Return
Ord-1704,,Pumps,5,2527.62,12638.1,Supplierc,China,45,Wh_3,2024-02-03,65,Delivered,No,0.0,No Return
Ord-1705,,Sensors,5,967.14,4835.7,Supplierc,China,35,Warehouse_2,2023-04-03,35,Delayed,Yes,0.0,No Return
Ord-1706,,Valves,27,431.88,11660.76,Supplierc,China,40,Warehouse_1,2023-11-08,40,Delivered,Yes,0.0,No Return
Ord-1707,,Hydraulics,22,1229.64,27052.08,Supplier D,India,20,Warehouse_2,2022-05-26,37,Delivered,No,5.0,Full Return
Ord-1708,,Fasteners,55,181.14,9962.7,Suppliere,Mexico,14,Warehouse_3,2023-04-29,14,Delivered,Yes,0.0,No Return
Ord-1709,,Control Systems,29,2959.2,85816.8,Suppliera,Usa,9,Wh_6,2022-06-12,9,Delivered,Yes,0.0,No Return
Ord-1710,,Motors,8,4621.52,36972.16,Supplierb,Germany,16,Warehouse_1,2022-09-19,34,Delivered,No,0.0,
Ord-1711,,Hydraulics,31,1516.5,46853.58261000372,Supplier D,India,20,Wh_3,2023-08-14,20,Delivered,Yes,0.0,No Return
Ord-1712,,Motors,13,1402.25,18229.25,Suppliera,Usa,19,Warehouse_2,2023-11-16,19,Delivered,Yes,0.0,No Return
Ord-1713,,Pumps,20,2686.02,53720.4,Supplierd,India,26,Warehouse_5,2022-05-10,44,Delayed,No,0.0,No Return
Ord-1714,,Control Systems,16,3896.37,62341.92,Supplier A,Usa,7,Warehouse_2,2022-04-22,7,Delivered,Yes,0.0,No Return
Ord-1715,,Pumps,32,1705.04,54561.28,Supplier C,China,32,Warehouse_1,2023-01-31,32,Delivered,Yes,0.0,No Return
Ord-1716,,Hydraulics,7,2327.14,16289.98,Supplierd,India,20,Warehouse_2,2023-10-12,20,Delivered,Yes,8.0,Full Return
Ord-1717,2022-10-09,Sensors,10,1310.82,13108.2,Supplier C,China,47,Warehouse_1,2022-11-25,47,Delivered,Yes,0.0,No Return
Ord-1718,2022-09-29,Hydraulics,5,2568.2,12841.0,Supplier D,India,35,Warehouse_3,2022-11-18,50,Delivered,No,0.0,No Return
Ord-1719,,Motors,136,2511.25,341530.0,Supplier A,Usa,8,Warehouse_4,2023-07-15,22,Delivered,No,0.0,No Return
Ord-1720,,Pumps,11,1485.29,16338.19,Supplierc,China,50,Warehouse_1,2023-02-20,58,Delivered,No,0.0,No Return
Ord-1721,,Valves,12,668.78,8025.36,Supplierc,China,29,Warehouse_5,2022-07-11,29,Delivered,Yes,0.0,No Return
Ord-1722,2023-01-07,Sensors,9,1281.09,11529.81,Supplier B,Germany,17,Wh_5,2023-01-24,17,Delivered,Yes,0.0,No Return
Ord-1723,,Pumps,14,3018.52,42259.28,Supplier C,China,35,Warehouse_2,,35,Delivered,Yes,7.0,Partial Return
Ord-1724,,Connectors,17,116.4,1978.8,Supplier E,Mexico,14,Warehouse_2,2023-10-09,21,Delivered,No,0.0,No Return
Ord-1725,,Hydraulics,40,1045.58,41823.2,Supplier D,India,24,Warehouse_6,2023-03-09,24,Delivered,Yes,0.0,No Return
Ord-1726,,Sensors,28,538.3,15072.4,Supplierc,China,31,Wh_6,2022-02-01,31,Delivered,Yes,0.0,No Return
Ord-1727,,Motors,31,4258.41,132010.71,Suppliera,Usa,10,Warehouse_2,2023-07-05,10,Delivered,Yes,0.0,No Return
Ord-1728,,Connectors,15,188.19,2822.85,Suppliere,Mexico,17,Warehouse_1,,35,Delivered,No,0.0,No Return
Ord-1729,2023-03-12,Motors,23,3176.29,73054.67,Supplierb,Germany,14,Warehouse_3,2023-04-08,27,Delievered,No,0.0,No Return
Ord-1730,2023-06-10,Connectors,64,157.92,10106.88,Suppliere,Mexico,14,Warehouse_4,2023-06-24,14,Delayed,Yes,10.0,Partial Return
Ord-1731,,Motors,24,4552.39,108905.69857023588,Supplier A,Usa,15,Warehouse_1,2022-10-29,15,Delivered,Yes,0.0,No Return
Ord-1732,2022-01-10,Control Systems,31,1585.36,49146.16,Supplier A,Usa,6,Warehouse_1,2022-01-16,6,Delivered,Yes,0.0,No Return
Ord-1733,,Motors,5,4245.0,21225.0,Supplier A,Usa,7,Warehouse_6,2023-09-08,7,Delivered,Yes,,No Return
Ord-1734,2022-10-01,Motors,37,4682.08,173236.96,Supplier B,Germany,14,Warehouse_4,2022-10-15,14,Delivered,Yes,0.0,
Ord-1735,,Pumps,30,1549.45,46483.5,Supplier D,India,24,Wh_3,2022-08-05,24,Delivered,Yes,0.0,
Ord-1736,,Pumps,68,3174.47,215863.96,Supplierd,India,24,Warehouse_2,2022-05-04,24,Delivered,Yes,0.0,No Return
Ord-1737,,Hydraulics,5,1388.29,6941.45,Supplierd,India,27,Warehouse_4,2022-04-22,27,Delivered,Yes,0.0,No Return
Ord-1738,,Fasteners,24,230.28,5526.72,Suppliere,Mexico,14,Warehouse_6,2023-10-01,14,Delivered,Yes,0.0,No Return
Ord-1739,2022-08-15,Fasteners,22,226.38,4980.36,Suppliere,Mexico,29,Warehouse_1,2022-09-13,29,Delivered,Yes,0.0,No Return
Ord-1740,,Sensors,26,316.23,8221.98,Supplier C,China,22,Warehouse_2,,42,Delivered,No,0.0,No Return
Ord-1741,,Sensors,14,529.82,7417.48,Supplierc,China,25,Warehouse_3,,25,Delivered,Yes,0.0,No Return
Ord-1742,,Pumps,28,3090.03,86520.84,Supplier C,China,41,Warehouse_1,2022-09-10,41,Delivered,Yes,0.0,No Return
Ord-1743,,Motors,42,4346.83,182566.86,Supplier B,Germany,18,Warehouse_4,2022-03-23,18,Delivered,Yes,0.0,No Return
Ord-1744,,Control Systems,25,3641.74,91043.5,Suppliera,Usa,10,Warehouse_1,2022-12-28,10,Delivered,Yes,0.0,No Return
Ord-1745,2022-01-08,Control Systems,19,4107.8,78048.2,Supplier A,Usa,6,Warehouse_3,2022-01-14,6,Delayed,Yes,0.0,No Return
Ord-1746,,Valves,20,639.84,12796.8,Supplier C,China,40,Warehouse_1,,40,Delivered,Yes,0.0,No Return
Ord-1747,,Valves,17,964.05,16388.85,Supplierb,Germany,11,Warehouse_2,2022-06-30,11,Delivered,Yes,0.0,No Return
Ord-1748,2022-06-15,Pumps,24,2606.26,62550.24,Supplierd,India,33,Wh_2,,33,Delivered,Yes,0.0,No Return
Ord-1749,,Sensors,13,1058.66,13762.58,Supplierb,Germany,16,Warehouse_3,2023-08-07,16,Delivered,Yes,0.0,No Return
Ord-1750,,Fasteners,5,68.07,340.35,Suppliere,Mexico,23,Wh_3,2023-05-13,23,Delivered,Yes,0.0,No Return
Ord-1751,,Motors,71,1795.09,127451.39,Suppliera,Usa,16,Warehouse_5,,16,Delivered,Yes,,No Return
Ord-1752,,Motors,5,2905.84,14529.2,Supplierb,Germany,13,Warehouse_2,2024-01-10,23,Delivered,No,0.0,No Return
Ord-1753,,Motors,21,2743.78,57619.38,Suppliera,Usa,16,Wh_2,2023-12-18,16,Delayed,Yes,0.0,No Return
Ord-1754,,Pumps,8,1131.27,9050.16,Supplierd,India,28,Warehouse_1,,28,Delayed,Yes,0.0,No Return
Ord-1755,,Control Systems,19,3242.97,61616.43,Suppliera,Usa,17,Warehouse_5,2022-10-31,17,Delivered,Yes,0.0,No Return
Ord-1756,,Motors,11,1992.76,21920.36,Supplierb,Germany,8,Warehouse_4,2023-09-06,8,Cancelled,Yes,0.0,No Return
Ord-1757,,Control Systems,23,3819.14,87840.22,Suppliera,Usa,5,Warehouse_2,2023-04-05,5,Delivered,Yes,0.0,No Return
Ord-1758,,Pumps,12,1852.3,22227.6,Supplier D,India,29,Warehouse_3,2023-03-31,29,Delivered,Yes,0.0,No Return
Ord-1759,,Hydraulics,8,2255.76,18046.08,Supplierd,India,22,Warehouse_4,2022-10-26,27,Delivered,No,0.0,No Return
Ord-1760,,Connectors,30,363.02,10890.6,Suppliere,Mexico,32,Warehouse_2,2022-12-29,48,Delivered,No,0.0,No Return
Ord-1761,,Sensors,69,389.95,26906.55,Supplierb,Germany,20,Warehouse_4,2022-12-29,20,Delivered,Yes,0.0,No Return
Ord-1762,2023-12-02,Control Systems,31,4116.71,127618.01,Supplier A,Usa,19,Warehouse_4,2023-12-21,19,Delivered,Yes,0.0,No Return
Ord-1763,,Fasteners,26,116.11,3018.86,Suppliere,Mexico,19,Warehouse_4,2023-10-15,19,Delivered,Yes,0.0,No Return
Ord-1764,2022-03-26,Pumps,10,1635.71,16357.1,Supplier D,India,33,Warehouse_2,,33,Delivered,Yes,0.0,No Return
Ord-1765,,Fasteners,22,92.55,2036.1,Suppliere,Mexico,23,Warehouse_3,2023-01-27,23,Delivered,Yes,0.0,No Return
Ord-1766,,Motors,34,3661.25,124482.5,Supplierb,Germany,11,Warehouse_4,2023-09-23,11,Delivered,Yes,0.0,No Return
Ord-1767,,Sensors,14,1013.35,14186.9,Supplierb,Germany,8,Warehouse_4,2023-01-11,8,Delivered,Yes,0.0,No Return
Ord-1768,,Motors,48,2649.1,127156.8,Supplierb,Germany,10,Warehouse_5,2022-02-11,10,Delivered,Yes,0.0,No Return
Ord-1769,2022-06-22,Control Systems,23,3687.41,84810.43,Suppliera,Usa,10,Warehouse_1,2022-07-02,10,Delivered,Yes,0.0,No Return
Ord-1770,,Sensors,31,460.54,14276.74,Supplierb,Germany,9,Warehouse_2,2022-06-09,13,Delayed,No,0.0,No Return
Ord-1771,,Sensors,15,962.36,14705.644039497329,Supplier C,China,41,Warehouse_1,2023-07-27,41,Delivered,Yes,0.0,No Return
Ord-1772,,Control Systems,16,2818.37,45093.92,Suppliera,Usa,10,Warehouse_2,,10,Delayed,Yes,0.0,No Return
Ord-1773,,Hydraulics,28,916.0,25953.42416065839,Supplier D,India,23,Warehouse_1,,23,Delivered,Yes,0.0,No Return
Ord-1774,,Motors,32,3383.87,108283.84,Supplierb,Germany,8,Warehouse_3,2022-02-03,8,Delivered,Yes,10.0,Full Return
Ord-1775,,Connectors,31,153.75,4766.25,Suppliere,Mexico,28,Warehouse_2,2022-07-15,28,Delivered,Yes,0.0,No Return
Ord-1776,,Hydraulics,10,2045.22,20452.2,Supplierd,India,34,Warehouse_2,2022-10-13,34,Delivered,Yes,0.0,No Return
Ord-1777,,Motors,13,1951.63,25371.19,Supplier B,Germany,15,Warehouse_3,2022-03-24,15,Delivered,Yes,0.0,No Return
